Hawk-Dove Simulation on 03-22 21-56-39
Iterations:;10000
Seed used:;9325390

iteration;agentOneScore;agentTwoScore
2125;100;47
2126;50;50
2127;47;100
2128;50;50
2129;47;100
2130;50;50
2131;47;100
2132;50;50
2133;47;100
2134;50;50
2135;50;50
2136;47;100
2137;100;100
2138;100;47
2139;50;50
2140;50;50
2141;50;50
2142;50;50
2143;50;50
2144;47;100
2145;100;47
2146;50;50
2147;50;50
2148;50;50
2149;50;50
2150;47;100
2151;100;47
2152;47;100
2153;100;100
2154;47;100
2155;100;100
2156;100;100
2157;50;50
2158;100;47
2159;50;50
2160;100;100
2161;50;50
2162;47;100
2163;100;47
2164;50;50
2165;50;50
2166;50;50
2167;47;100
2168;47;100
2169;47;100
2170;50;50
2171;50;50
2172;50;50
2173;50;50
2174;50;50
2175;47;100
2176;47;100
2177;50;50
2178;47;100
2179;100;47
2180;47;100
2181;47;100
2182;50;50
2183;47;100
2184;50;50
2185;100;100
2186;50;50
2187;50;50
2188;50;50
2189;100;47
2190;50;50
2191;100;100
2192;47;100
2193;50;50
2194;100;47
2195;50;50
2196;47;100
2197;50;50
2198;50;50
2199;47;100
2200;47;100
2201;100;100
2202;50;50
2203;47;100
2204;50;50
2205;50;50
2206;50;50
2207;47;100
2208;50;50
2209;50;50
2210;50;50
2211;50;50
2212;100;100
2213;100;47
2214;100;47
2215;50;50
2216;100;47
2217;100;47
2218;47;100
2219;47;100
2220;47;100
2221;47;100
2222;50;50
2223;50;50
2224;100;100
2225;50;50
2226;100;100
2227;50;50
2228;50;50
2229;100;100
2230;50;50
2231;50;50
2232;100;47
2233;47;100
2234;100;47
2235;50;50
2236;100;100
2237;100;100
2238;100;100
2239;47;100
2240;50;50
2241;50;50
2242;47;100
2243;50;50
2244;50;50
2245;47;100
2246;50;50
2247;50;50
2248;100;47
2249;47;100
2250;50;50
2251;50;50
2252;50;50
2253;100;47
2254;100;100
2255;50;50
2256;50;50
2257;47;100
2258;50;50
2259;50;50
2260;50;50
2261;50;50
2262;100;100
2263;47;100
2264;47;100
2265;47;100
2266;50;50
2267;50;50
2268;100;47
2269;50;50
2270;100;100
2271;47;100
2272;50;50
2273;47;100
2274;100;47
2275;47;100
2276;100;100
2277;47;100
2278;100;47
2279;50;50
2280;100;100
2281;50;50
2282;47;100
2283;47;100
2284;100;100
2285;50;50
2286;50;50
2287;50;50
2288;47;100
2289;100;100
2290;50;50
2291;100;100
2292;50;50
2293;100;100
2294;100;100
2295;47;100
2296;50;50
2297;47;100
2298;100;47
2299;47;100
2300;47;100
2301;50;50
2302;50;50
2303;47;100
2304;50;50
2305;100;47
2306;47;100
2307;100;100
2308;50;50
2309;100;47
2310;100;100
2311;100;100
2312;50;50
2313;47;100
2314;100;47
2315;47;100
2316;47;100
2317;50;50
2318;47;100
2319;47;100
2320;50;50
2321;47;100
2322;100;47
2323;50;50
2324;50;50
2325;100;47
2326;50;50
2327;47;100
2328;100;47
2329;50;50
2330;47;100
2331;50;50
2332;47;100
2333;100;47
2334;50;50
2335;50;50
2336;47;100
2337;100;100
2338;100;47
2339;50;50
2340;100;100
2341;50;50
2342;50;50
2343;100;47
2344;100;47
2345;50;50
2346;50;50
2347;100;100
2348;47;100
2349;50;50
2350;50;50
2351;47;100
2352;100;47
2353;50;50
2354;50;50
2355;100;100
2356;100;47
2357;50;50
2358;50;50
2359;50;50
2360;47;100
2361;50;50
2362;50;50
2363;50;50
2364;50;50
2365;50;50
2366;100;100
2367;47;100
2368;47;100
2369;47;100
2370;50;50
2371;100;47
2372;47;100
2373;50;50
2374;100;47
2375;100;47
2376;47;100
2377;50;50
2378;50;50
2379;47;100
2380;47;100
2381;100;47
2382;100;47
2383;50;50
2384;50;50
2385;50;50
2386;50;50
2387;50;50
2388;100;47
2389;47;100
2390;50;50
2391;47;100
2392;50;50
2393;100;47
2394;100;47
2395;47;100
2396;47;100
2397;50;50
2398;47;100
2399;50;50
2400;100;47
2401;50;50
2402;50;50
2403;50;50
2404;47;100
2405;50;50
2406;100;47
2407;47;100
2408;50;50
2409;100;100
2410;100;100
2411;47;100
2412;50;50
2413;100;47
2414;100;100
2415;100;47
2416;50;50
2417;47;100
2418;50;50
2419;47;100
2420;100;47
2421;50;50
2422;50;50
2423;100;47
2424;47;100
2425;50;50
2426;100;100
2427;47;100
2428;100;100
2429;100;100
2430;100;47
2431;47;100
2432;100;47
2433;100;47
2434;47;100
2435;47;100
2436;50;50
2437;100;47
2438;47;100
2439;50;50
2440;50;50
2441;47;100
2442;50;50
2443;50;50
2444;50;50
2445;50;50
2446;47;100
2447;47;100
2448;100;100
2449;50;50
2450;50;50
2451;50;50
2452;50;50
2453;100;100
2454;100;100
2455;47;100
2456;47;100
2457;50;50
2458;47;100
2459;50;50
2460;50;50
2461;47;100
2462;50;50
2463;47;100
2464;100;47
2465;50;50
2466;50;50
2467;50;50
2468;50;50
2469;100;100
2470;47;100
2471;100;47
2472;100;47
2473;47;100
2474;47;100
2475;100;47
2476;47;100
2477;47;100
2478;50;50
2479;100;100
2480;50;50
2481;100;100
2482;47;100
2483;47;100
2484;50;50
2485;100;47
2486;100;47
2487;47;100
2488;100;47
2489;47;100
2490;100;47
2491;47;100
2492;50;50
2493;47;100
2494;50;50
2495;50;50
2496;47;100
2497;50;50
2498;100;47
2499;47;100
2500;47;100
2501;50;50
2502;50;50
2503;50;50
2504;50;50
2505;47;100
2506;50;50
2507;100;100
2508;100;100
2509;50;50
2510;100;47
2511;50;50
2512;50;50
2513;100;100
2514;100;47
2515;47;100
2516;50;50
2517;100;47
2518;50;50
2519;100;47
2520;50;50
2521;47;100
2522;47;100
2523;50;50
2524;50;50
2525;47;100
2526;47;100
2527;50;50
2528;50;50
2529;47;100
2530;50;50
2531;50;50
2532;50;50
2533;100;47
2534;50;50
2535;47;100
2536;50;50
2537;47;100
2538;100;100
2539;100;100
2540;47;100
2541;47;100
2542;100;47
2543;50;50
2544;47;100
2545;47;100
2546;50;50
2547;100;100
2548;100;47
2549;50;50
2550;100;47
2551;100;47
2552;50;50
2553;100;47
2554;50;50
2555;50;50
2556;47;100
2557;50;50
2558;100;47
2559;47;100
2560;47;100
2561;100;100
2562;47;100
2563;50;50
2564;47;100
2565;100;100
2566;47;100
2567;50;50
2568;100;47
2569;50;50
2570;50;50
2571;47;100
2572;47;100
2573;47;100
2574;50;50
2575;100;47
2576;100;47
2577;100;47
2578;50;50
2579;47;100
2580;47;100
2581;47;100
2582;50;50
2583;47;100
2584;50;50
2585;47;100
2586;47;100
2587;47;100
2588;50;50
2589;47;100
2590;50;50
2591;47;100
2592;100;47
2593;100;47
2594;50;50
2595;100;100
2596;50;50
2597;47;100
2598;47;100
2599;50;50
2600;47;100
2601;50;50
2602;100;47
2603;50;50
2604;47;100
2605;100;100
2606;100;47
2607;50;50
2608;50;50
2609;100;100
2610;47;100
2611;50;50
2612;47;100
2613;47;100
2614;47;100
2615;50;50
2616;50;50
2617;50;50
2618;50;50
2619;47;100
2620;47;100
2621;50;50
2622;50;50
2623;100;47
2624;100;100
2625;50;50
2626;50;50
2627;50;50
2628;50;50
2629;100;47
2630;50;50
2631;50;50
2632;50;50
2633;100;100
2634;50;50
2635;47;100
2636;50;50
2637;50;50
2638;50;50
2639;50;50
2640;100;47
2641;100;100
2642;50;50
2643;100;100
2644;47;100
2645;50;50
2646;47;100
2647;47;100
2648;50;50
2649;47;100
2650;50;50
2651;50;50
2652;47;100
2653;100;47
2654;100;100
2655;47;100
2656;47;100
2657;50;50
2658;47;100
2659;50;50
2660;50;50
2661;47;100
2662;50;50
2663;50;50
2664;100;100
2665;47;100
2666;100;47
2667;100;47
2668;50;50
2669;50;50
2670;50;50
2671;100;100
2672;50;50
2673;47;100
2674;50;50
2675;47;100
2676;50;50
2677;50;50
2678;47;100
2679;50;50
2680;47;100
2681;50;50
2682;100;47
2683;47;100
2684;100;100
2685;100;47
2686;47;100
2687;100;100
2688;50;50
2689;47;100
2690;100;47
2691;50;50
2692;100;47
2693;47;100
2694;50;50
2695;50;50
2696;50;50
2697;100;100
2698;100;100
2699;100;100
2700;100;47
2701;100;100
2702;47;100
2703;50;50
2704;47;100
2705;100;47
2706;47;100
2707;50;50
2708;50;50
2709;47;100
2710;47;100
2711;50;50
2712;50;50
2713;47;100
2714;100;47
2715;100;47
2716;100;47
2717;100;47
2718;47;100
2719;47;100
2720;47;100
2721;50;50
2722;47;100
2723;50;50
2724;100;100
2725;100;100
2726;50;50
2727;100;100
2728;100;47
2729;100;100
2730;47;100
2731;50;50
2732;100;47
2733;100;47
2734;100;100
2735;50;50
2736;100;47
2737;50;50
2738;47;100
2739;100;47
2740;47;100
2741;100;47
2742;50;50
2743;100;100
2744;47;100
2745;50;50
2746;100;47
2747;47;100
2748;50;50
2749;50;50
2750;47;100
2751;50;50
2752;50;50
2753;100;47
2754;100;100
2755;50;50
2756;50;50
2757;47;100
2758;100;47
2759;100;100
2760;50;50
2761;100;47
2762;50;50
2763;47;100
2764;50;50
2765;50;50
2766;47;100
2767;47;100
2768;47;100
2769;100;100
2770;47;100
2771;100;47
2772;50;50
2773;50;50
2774;50;50
2775;100;100
2776;47;100
2777;47;100
2778;100;47
2779;100;47
2780;100;47
2781;50;50
2782;50;50
2783;100;100
2784;47;100
2785;50;50
2786;50;50
2787;47;100
2788;50;50
2789;47;100
2790;50;50
2791;50;50
2792;47;100
2793;50;50
2794;50;50
2795;100;47
2796;100;47
2797;50;50
2798;50;50
2799;50;50
2800;47;100
2801;47;100
2802;47;100
2803;50;50
2804;100;47
2805;50;50
2806;47;100
2807;50;50
2808;50;50
2809;50;50
2810;100;47
2811;50;50
2812;47;100
2813;50;50
2814;100;100
2815;50;50
2816;50;50
2817;50;50
2818;50;50
2819;47;100
2820;47;100
2821;47;100
2822;100;100
2823;50;50
2824;100;47
2825;50;50
2826;47;100
2827;50;50
2828;50;50
2829;100;100
2830;100;47
2831;50;50
2832;50;50
2833;100;47
2834;50;50
2835;47;100
2836;50;50
2837;50;50
2838;100;100
2839;50;50
2840;50;50
2841;50;50
2842;50;50
2843;100;100
2844;100;47
2845;100;47
2846;50;50
2847;100;47
2848;50;50
2849;100;47
2850;100;47
2851;50;50
2852;47;100
2853;47;100
2854;50;50
2855;50;50
2856;100;47
2857;47;100
2858;100;47
2859;100;100
2860;47;100
2861;47;100
2862;50;50
2863;50;50
2864;47;100
2865;50;50
2866;100;47
2867;47;100
2868;100;100
2869;47;100
2870;100;47
2871;50;50
2872;50;50
2873;50;50
2874;100;47
2875;50;50
2876;100;100
2877;50;50
2878;100;100
2879;100;100
2880;50;50
2881;47;100
2882;100;47
2883;50;50
2884;47;100
2885;100;100
2886;100;47
2887;100;47
2888;100;100
2889;100;47
2890;50;50
2891;50;50
2892;47;100
2893;47;100
2894;50;50
2895;50;50
2896;50;50
2897;50;50
2898;100;47
2899;47;100
2900;47;100
2901;100;47
2902;50;50
2903;47;100
2904;50;50
2905;47;100
2906;100;100
2907;50;50
2908;47;100
2909;50;50
2910;50;50
2911;47;100
2912;100;100
2913;100;100
2914;100;100
2915;50;50
2916;50;50
2917;100;47
2918;50;50
2919;100;100
2920;47;100
2921;100;47
2922;50;50
2923;50;50
2924;47;100
2925;50;50
2926;100;100
2927;50;50
2928;100;47
2929;50;50
2930;47;100
2931;100;47
2932;100;100
2933;50;50
2934;100;47
2935;47;100
2936;100;100
2937;47;100
2938;47;100
2939;100;47
2940;47;100
2941;50;50
2942;50;50
2943;50;50
2944;50;50
2945;50;50
2946;100;47
2947;50;50
2948;50;50
2949;50;50
2950;47;100
2951;50;50
2952;100;47
2953;50;50
2954;50;50
2955;100;47
2956;47;100
2957;47;100
2958;100;100
2959;100;100
2960;47;100
2961;50;50
2962;47;100
2963;100;47
2964;50;50
2965;50;50
2966;47;100
2967;100;100
2968;47;100
2969;50;50
2970;50;50
2971;47;100
2972;50;50
2973;100;47
2974;50;50
2975;100;47
2976;47;100
2977;100;100
2978;50;50
2979;100;100
2980;47;100
2981;100;100
2982;100;100
2983;47;100
2984;100;47
2985;100;100
2986;47;100
2987;50;50
2988;47;100
2989;100;100
2990;47;100
2991;50;50
2992;50;50
2993;47;100
2994;100;47
2995;50;50
2996;100;100
2997;100;47
2998;47;100
2999;100;100
3000;50;50
3001;47;100
3002;47;100
3003;47;100
3004;47;100
3005;50;50
3006;50;50
3007;100;100
3008;47;100
3009;47;100
3010;47;100
3011;100;100
3012;47;100
3013;47;100
3014;50;50
3015;100;100
3016;50;50
3017;47;100
3018;50;50
3019;50;50
3020;100;100
3021;50;50
3022;47;100
3023;100;100
3024;100;47
3025;50;50
3026;47;100
3027;47;100
3028;50;50
3029;100;100
3030;100;47
3031;50;50
3032;100;47
3033;50;50
3034;100;47
3035;50;50
3036;47;100
3037;100;47
3038;47;100
3039;50;50
3040;50;50
3041;100;47
3042;50;50
3043;50;50
3044;50;50
3045;47;100
3046;47;100
3047;100;47
3048;47;100
3049;50;50
3050;47;100
3051;100;100
3052;100;47
3053;50;50
3054;50;50
3055;100;100
3056;100;47
3057;50;50
3058;100;47
3059;100;47
3060;100;47
3061;50;50
3062;100;47
3063;50;50
3064;50;50
3065;50;50
3066;50;50
3067;100;47
3068;47;100
3069;47;100
3070;100;47
3071;100;47
3072;50;50
3073;50;50
3074;50;50
3075;47;100
3076;47;100
3077;100;47
3078;50;50
3079;100;100
3080;50;50
3081;100;100
3082;50;50
3083;47;100
3084;50;50
3085;47;100
3086;47;100
3087;50;50
3088;50;50
3089;100;47
3090;50;50
3091;100;100
3092;50;50
3093;100;100
3094;47;100
3095;47;100
3096;100;47
3097;47;100
3098;50;50
3099;50;50
3100;50;50
3101;50;50
3102;47;100
3103;47;100
3104;50;50
3105;100;47
3106;50;50
3107;100;47
3108;47;100
3109;47;100
3110;50;50
3111;50;50
3112;50;50
3113;100;47
3114;47;100
3115;50;50
3116;50;50
3117;47;100
3118;100;100
3119;100;100
3120;50;50
3121;50;50
3122;50;50
3123;50;50
3124;50;50
3125;47;100
3126;100;47
3127;47;100
3128;47;100
3129;47;100
3130;100;47
3131;50;50
3132;100;47
3133;50;50
3134;47;100
3135;50;50
3136;50;50
3137;50;50
3138;50;50
3139;47;100
3140;47;100
3141;50;50
3142;47;100
3143;50;50
3144;50;50
3145;100;47
3146;100;47
3147;50;50
3148;47;100
3149;47;100
3150;100;47
3151;100;47
3152;47;100
3153;50;50
3154;47;100
3155;47;100
3156;50;50
3157;50;50
3158;100;100
3159;47;100
3160;50;50
3161;47;100
3162;50;50
3163;100;100
3164;50;50
3165;50;50
3166;47;100
3167;100;100
3168;100;47
3169;100;47
3170;47;100
3171;100;100
3172;47;100
3173;50;50
3174;100;100
3175;50;50
3176;50;50
3177;47;100
3178;50;50
3179;50;50
3180;47;100
3181;47;100
3182;100;47
3183;100;100
3184;47;100
3185;47;100
3186;100;47
3187;50;50
3188;47;100
3189;50;50
3190;100;47
3191;100;47
3192;47;100
3193;100;47
3194;50;50
3195;47;100
3196;100;100
3197;50;50
3198;47;100
3199;100;47
3200;50;50
3201;50;50
3202;50;50
3203;50;50
3204;50;50
3205;47;100
3206;47;100
3207;47;100
3208;100;47
3209;100;47
3210;50;50
3211;100;47
3212;47;100
3213;100;47
3214;100;100
3215;50;50
3216;50;50
3217;50;50
3218;47;100
3219;100;100
3220;50;50
3221;47;100
3222;100;100
3223;47;100
3224;50;50
3225;50;50
3226;100;100
3227;100;47
3228;100;100
3229;100;100
3230;50;50
3231;50;50
3232;50;50
3233;47;100
3234;100;47
3235;100;47
3236;50;50
3237;47;100
3238;47;100
3239;47;100
3240;47;100
3241;47;100
3242;47;100
3243;50;50
3244;50;50
3245;50;50
3246;100;47
3247;50;50
3248;100;47
3249;100;100
3250;50;50
3251;50;50
3252;50;50
3253;100;100
3254;50;50
3255;47;100
3256;50;50
3257;50;50
3258;47;100
3259;100;47
3260;47;100
3261;47;100
3262;100;100
3263;50;50
3264;47;100
3265;50;50
3266;100;47
3267;50;50
3268;100;47
3269;47;100
3270;47;100
3271;50;50
3272;100;100
3273;47;100
3274;100;100
3275;47;100
3276;47;100
3277;50;50
3278;100;47
3279;47;100
3280;50;50
3281;50;50
3282;100;47
3283;100;100
3284;100;100
3285;50;50
3286;47;100
3287;47;100
3288;47;100
3289;50;50
3290;100;47
3291;50;50
3292;100;47
3293;50;50
3294;47;100
3295;50;50
3296;100;100
3297;47;100
3298;50;50
3299;100;100
3300;100;100
3301;100;47
3302;100;100
3303;100;100
3304;50;50
3305;50;50
3306;50;50
3307;100;100
3308;100;47
3309;50;50
3310;47;100
3311;50;50
3312;50;50
3313;50;50
3314;50;50
3315;100;47
3316;100;47
3317;50;50
3318;50;50
3319;50;50
3320;47;100
3321;50;50
3322;50;50
3323;50;50
3324;47;100
3325;100;47
3326;50;50
3327;50;50
3328;47;100
3329;47;100
3330;50;50
3331;50;50
3332;50;50
3333;47;100
3334;100;47
3335;47;100
3336;50;50
3337;50;50
3338;50;50
3339;47;100
3340;50;50
3341;50;50
3342;50;50
3343;47;100
3344;50;50
3345;50;50
3346;100;100
3347;100;47
3348;50;50
3349;100;47
3350;100;100
3351;47;100
3352;100;47
3353;100;100
3354;47;100
3355;47;100
3356;50;50
3357;50;50
3358;50;50
3359;47;100
3360;100;100
3361;47;100
3362;50;50
3363;100;100
3364;50;50
3365;100;100
3366;47;100
3367;100;100
3368;50;50
3369;47;100
3370;100;47
3371;50;50
3372;50;50
3373;100;47
3374;50;50
3375;100;47
3376;100;100
3377;50;50
3378;47;100
3379;47;100
3380;47;100
3381;50;50
3382;100;47
3383;50;50
3384;50;50
3385;100;47
3386;50;50
3387;47;100
3388;50;50
3389;50;50
3390;50;50
3391;47;100
3392;47;100
3393;47;100
3394;47;100
3395;100;100
3396;100;47
3397;100;100
3398;50;50
3399;50;50
3400;50;50
3401;50;50
3402;50;50
3403;100;47
3404;47;100
3405;47;100
3406;50;50
3407;47;100
3408;47;100
3409;100;47
3410;100;47
3411;47;100
3412;47;100
3413;100;47
3414;50;50
3415;47;100
3416;50;50
3417;47;100
3418;50;50
3419;47;100
3420;100;100
3421;50;50
3422;50;50
3423;47;100
3424;47;100
3425;47;100
3426;50;50
3427;50;50
3428;50;50
3429;47;100
3430;50;50
3431;100;47
3432;50;50
3433;50;50
3434;50;50
3435;47;100
3436;50;50
3437;50;50
3438;47;100
3439;50;50
3440;50;50
3441;100;100
3442;50;50
3443;50;50
3444;100;47
3445;47;100
3446;100;47
3447;50;50
3448;100;100
3449;100;100
3450;50;50
3451;50;50
3452;47;100
3453;50;50
3454;100;47
3455;100;100
3456;50;50
3457;50;50
3458;50;50
3459;100;47
3460;50;50
3461;47;100
3462;50;50
3463;100;100
3464;47;100
3465;50;50
3466;100;47
3467;47;100
3468;47;100
3469;47;100
3470;100;100
3471;47;100
3472;47;100
3473;50;50
3474;100;47
3475;100;47
3476;50;50
3477;50;50
3478;47;100
3479;100;100
3480;100;100
3481;47;100
3482;47;100
3483;100;47
3484;100;100
3485;47;100
3486;50;50
3487;47;100
3488;50;50
3489;100;47
3490;50;50
3491;50;50
3492;47;100
3493;100;47
3494;50;50
3495;47;100
3496;100;47
3497;100;47
3498;50;50
3499;50;50
3500;100;47
3501;100;100
3502;47;100
3503;50;50
3504;100;100
3505;100;100
3506;100;47
3507;100;47
3508;47;100
3509;100;100
3510;100;47
3511;100;47
3512;50;50
3513;47;100
3514;50;50
3515;47;100
3516;50;50
3517;50;50
3518;50;50
3519;50;50
3520;47;100
3521;47;100
3522;50;50
3523;100;47
3524;50;50
3525;47;100
3526;50;50
3527;47;100
3528;50;50
3529;100;47
3530;50;50
3531;47;100
3532;50;50
3533;50;50
3534;100;100
3535;100;47
3536;47;100
3537;47;100
3538;47;100
3539;100;47
3540;50;50
3541;50;50
3542;100;100
3543;100;100
3544;100;100
3545;50;50
3546;50;50
3547;47;100
3548;47;100
3549;100;47
3550;50;50
3551;47;100
3552;50;50
3553;50;50
3554;47;100
3555;47;100
3556;100;100
3557;100;47
3558;50;50
3559;100;100
3560;50;50
3561;50;50
3562;47;100
3563;50;50
3564;50;50
3565;47;100
3566;47;100
3567;50;50
3568;100;100
3569;50;50
3570;47;100
3571;100;47
3572;50;50
3573;47;100
3574;47;100
3575;100;47
3576;100;47
3577;100;47
3578;50;50
3579;50;50
3580;47;100
3581;100;100
3582;50;50
3583;50;50
3584;47;100
3585;100;47
3586;50;50
3587;50;50
3588;50;50
3589;50;50
3590;50;50
3591;50;50
3592;50;50
3593;100;100
3594;100;47
3595;47;100
3596;47;100
3597;50;50
3598;50;50
3599;50;50
3600;50;50
3601;47;100
3602;50;50
3603;50;50
3604;50;50
3605;50;50
3606;47;100
3607;100;100
3608;100;100
3609;47;100
3610;100;100
3611;47;100
3612;50;50
3613;47;100
3614;100;100
3615;50;50
3616;47;100
3617;50;50
3618;100;47
3619;100;47
3620;100;47
3621;50;50
3622;50;50
3623;50;50
3624;100;100
3625;50;50
3626;100;47
3627;47;100
3628;100;47
3629;50;50
3630;50;50
3631;47;100
3632;50;50
3633;100;100
3634;50;50
3635;100;47
3636;100;47
3637;47;100
3638;50;50
3639;50;50
3640;47;100
3641;100;47
3642;47;100
3643;50;50
3644;47;100
3645;50;50
3646;47;100
3647;47;100
3648;50;50
3649;50;50
3650;47;100
3651;50;50
3652;100;47
3653;47;100
3654;47;100
3655;47;100
3656;50;50
3657;50;50
3658;50;50
3659;50;50
3660;50;50
3661;50;50
3662;50;50
3663;50;50
3664;100;47
3665;47;100
3666;100;47
3667;100;100
3668;50;50
3669;50;50
3670;47;100
3671;50;50
3672;50;50
3673;47;100
3674;47;100
3675;47;100
3676;47;100
3677;47;100
3678;50;50
3679;50;50
3680;50;50
3681;100;100
3682;47;100
3683;100;100
3684;47;100
3685;100;100
3686;47;100
3687;100;47
3688;47;100
3689;100;100
3690;50;50
3691;100;47
3692;100;47
3693;50;50
3694;50;50
3695;50;50
3696;47;100
3697;100;47
3698;50;50
3699;100;100
3700;50;50
3701;100;47
3702;50;50
3703;100;47
3704;100;47
3705;50;50
3706;50;50
3707;50;50
3708;47;100
3709;100;47
3710;47;100
3711;100;47
3712;50;50
3713;100;47
3714;47;100
3715;50;50
3716;100;47
3717;47;100
3718;100;47
3719;50;50
3720;47;100
3721;47;100
3722;50;50
3723;100;100
3724;50;50
3725;50;50
3726;50;50
3727;47;100
3728;47;100
3729;50;50
3730;50;50
3731;50;50
3732;100;100
3733;50;50
3734;50;50
3735;47;100
3736;50;50
3737;100;47
3738;50;50
3739;100;47
3740;100;47
3741;50;50
3742;50;50
3743;50;50
3744;50;50
3745;50;50
3746;50;50
3747;50;50
3748;50;50
3749;50;50
3750;50;50
3751;47;100
3752;50;50
3753;100;100
3754;47;100
3755;50;50
3756;100;100
3757;100;47
3758;50;50
3759;100;100
3760;50;50
3761;47;100
3762;50;50
3763;47;100
3764;47;100
3765;50;50
3766;47;100
3767;100;47
3768;100;47
3769;47;100
3770;50;50
3771;47;100
3772;50;50
3773;47;100
3774;100;100
3775;50;50
3776;47;100
3777;100;47
3778;100;100
3779;47;100
3780;47;100
3781;47;100
3782;50;50
3783;50;50
3784;100;47
3785;47;100
3786;100;47
3787;47;100
3788;47;100
3789;50;50
3790;47;100
3791;47;100
3792;100;47
3793;47;100
3794;100;100
3795;50;50
3796;50;50
3797;47;100
3798;47;100
3799;50;50
3800;50;50
3801;100;47
3802;50;50
3803;47;100
3804;100;100
3805;47;100
3806;50;50
3807;50;50
3808;47;100
3809;50;50
3810;100;100
3811;50;50
3812;50;50
3813;50;50
3814;100;100
3815;47;100
3816;100;47
3817;47;100
3818;47;100
3819;47;100
3820;50;50
3821;100;100
3822;47;100
3823;100;47
3824;100;47
3825;50;50
3826;47;100
3827;47;100
3828;100;100
3829;50;50
3830;47;100
3831;50;50
3832;47;100
3833;100;100
3834;100;100
3835;47;100
3836;50;50
3837;47;100
3838;50;50
3839;100;47
3840;50;50
3841;50;50
3842;50;50
3843;50;50
3844;47;100
3845;50;50
3846;100;47
3847;50;50
3848;47;100
3849;47;100
3850;100;47
3851;50;50
3852;100;47
3853;50;50
3854;50;50
3855;50;50
3856;100;100
3857;50;50
3858;50;50
3859;50;50
3860;50;50
3861;50;50
3862;47;100
3863;100;47
3864;50;50
3865;50;50
3866;100;47
3867;50;50
3868;50;50
3869;50;50
3870;47;100
3871;47;100
3872;47;100
3873;50;50
3874;47;100
3875;50;50
3876;50;50
3877;50;50
3878;100;100
3879;100;47
3880;47;100
3881;100;100
3882;100;47
3883;50;50
3884;50;50
3885;50;50
3886;50;50
3887;50;50
3888;50;50
3889;100;100
3890;50;50
3891;100;100
3892;50;50
3893;100;47
3894;100;47
3895;50;50
3896;50;50
3897;50;50
3898;100;47
3899;47;100
3900;50;50
3901;50;50
3902;50;50
3903;50;50
3904;47;100
3905;50;50
3906;47;100
3907;100;47
3908;50;50
3909;47;100
3910;50;50
3911;47;100
3912;100;47
3913;50;50
3914;47;100
3915;50;50
3916;47;100
3917;100;47
3918;50;50
3919;50;50
3920;47;100
3921;50;50
3922;47;100
3923;50;50
3924;47;100
3925;47;100
3926;100;47
3927;47;100
3928;50;50
3929;50;50
3930;100;100
3931;50;50
3932;47;100
3933;50;50
3934;100;100
3935;47;100
3936;47;100
3937;50;50
3938;50;50
3939;100;100
3940;47;100
3941;100;100
3942;47;100
3943;47;100
3944;50;50
3945;50;50
3946;100;100
3947;47;100
3948;50;50
3949;100;47
3950;47;100
3951;47;100
3952;47;100
3953;47;100
3954;50;50
3955;100;47
3956;47;100
3957;50;50
3958;47;100
3959;50;50
3960;50;50
3961;100;100
3962;50;50
3963;100;47
3964;50;50
3965;47;100
3966;47;100
3967;50;50
3968;50;50
3969;100;100
3970;50;50
3971;50;50
3972;50;50
3973;50;50
3974;100;47
3975;50;50
3976;50;50
3977;50;50
3978;47;100
3979;50;50
3980;100;47
3981;47;100
3982;100;47
3983;50;50
3984;47;100
3985;100;100
3986;100;47
3987;50;50
3988;50;50
3989;50;50
3990;100;100
3991;50;50
3992;100;100
3993;50;50
3994;50;50
3995;100;47
3996;47;100
3997;100;100
3998;100;100
3999;50;50
4000;100;47
4001;100;100
4002;47;100
4003;50;50
4004;50;50
4005;47;100
4006;50;50
4007;50;50
4008;50;50
4009;100;47
4010;100;47
4011;50;50
4012;100;47
4013;100;47
4014;50;50
4015;50;50
4016;50;50
4017;47;100
4018;100;47
4019;50;50
4020;47;100
4021;50;50
4022;100;47
4023;47;100
4024;47;100
4025;100;47
4026;100;47
4027;47;100
4028;50;50
4029;100;47
4030;50;50
4031;47;100
4032;47;100
4033;100;47
4034;47;100
4035;47;100
4036;100;100
4037;47;100
4038;100;47
4039;47;100
4040;47;100
4041;50;50
4042;50;50
4043;47;100
4044;100;47
4045;47;100
4046;50;50
4047;47;100
4048;100;47
4049;100;47
4050;50;50
4051;50;50
4052;47;100
4053;50;50
4054;100;47
4055;100;47
4056;100;47
4057;50;50
4058;50;50
4059;50;50
4060;47;100
4061;47;100
4062;47;100
4063;50;50
4064;50;50
4065;47;100
4066;50;50
4067;47;100
4068;50;50
4069;50;50
4070;100;47
4071;100;47
4072;50;50
4073;100;47
4074;47;100
4075;100;47
4076;100;47
4077;50;50
4078;100;100
4079;47;100
4080;47;100
4081;47;100
4082;50;50
4083;100;100
4084;50;50
4085;100;100
4086;50;50
4087;50;50
4088;100;100
4089;100;47
4090;100;47
4091;47;100
4092;47;100
4093;47;100
4094;100;100
4095;100;47
4096;50;50
4097;100;47
4098;50;50
4099;50;50
4100;47;100
4101;50;50
4102;50;50
4103;100;100
4104;100;100
4105;50;50
4106;100;100
4107;100;47
4108;47;100
4109;47;100
4110;50;50
4111;100;100
4112;50;50
4113;50;50
4114;50;50
4115;47;100
