Hawk-Dove Simulation on 03-22 21-56-39
Iterations:;10000
Seed used:;9325390

iteration;agentOneScore;agentTwoScore
8098;50;50
8099;100;47
8100;50;50
8101;47;100
8102;50;50
8103;100;100
8104;47;100
8105;47;100
8106;47;100
8107;50;50
8108;47;100
8109;100;47
8110;100;100
8111;47;100
8112;50;50
8113;100;100
8114;50;50
8115;47;100
8116;47;100
8117;50;50
8118;100;100
8119;50;50
8120;50;50
8121;50;50
8122;100;47
8123;100;100
8124;100;47
8125;50;50
8126;50;50
8127;50;50
8128;50;50
8129;47;100
8130;50;50
8131;47;100
8132;47;100
8133;47;100
8134;47;100
8135;47;100
8136;50;50
8137;50;50
8138;100;47
8139;47;100
8140;50;50
8141;100;47
8142;100;47
8143;50;50
8144;50;50
8145;100;100
8146;50;50
8147;100;100
8148;50;50
8149;50;50
8150;100;100
8151;50;50
8152;50;50
8153;100;47
8154;50;50
8155;50;50
8156;50;50
8157;50;50
8158;47;100
8159;100;47
8160;47;100
8161;100;47
8162;47;100
8163;50;50
8164;47;100
8165;100;100
8166;47;100
8167;47;100
8168;47;100
8169;100;47
8170;50;50
8171;47;100
8172;100;100
8173;50;50
8174;50;50
8175;50;50
8176;50;50
8177;100;100
8178;50;50
8179;50;50
8180;50;50
8181;50;50
8182;47;100
8183;50;50
8184;50;50
8185;100;100
8186;50;50
8187;100;47
8188;50;50
8189;47;100
8190;50;50
8191;100;47
8192;50;50
8193;50;50
8194;50;50
8195;50;50
8196;50;50
8197;47;100
8198;47;100
8199;47;100
8200;47;100
8201;100;100
8202;50;50
8203;50;50
8204;50;50
8205;50;50
8206;100;47
8207;47;100
8208;100;47
8209;47;100
8210;50;50
8211;50;50
8212;100;47
8213;50;50
8214;100;100
8215;100;100
8216;50;50
8217;100;47
8218;47;100
8219;47;100
8220;47;100
8221;100;100
8222;100;47
8223;100;100
8224;47;100
8225;50;50
8226;47;100
8227;47;100
8228;47;100
8229;47;100
8230;47;100
8231;50;50
8232;50;50
8233;50;50
8234;100;100
8235;47;100
8236;50;50
8237;47;100
8238;47;100
8239;50;50
8240;100;100
8241;47;100
8242;100;100
8243;47;100
8244;47;100
8245;100;100
8246;100;47
8247;50;50
8248;50;50
8249;50;50
8250;100;47
8251;100;47
8252;50;50
8253;47;100
8254;50;50
8255;47;100
8256;50;50
8257;100;47
8258;50;50
8259;100;47
8260;47;100
8261;100;100
8262;100;47
8263;100;100
8264;100;47
8265;50;50
8266;47;100
8267;50;50
8268;47;100
8269;50;50
8270;100;47
8271;47;100
8272;100;100
8273;50;50
8274;50;50
8275;100;100
8276;47;100
8277;50;50
8278;47;100
8279;50;50
8280;50;50
8281;100;47
8282;100;100
8283;50;50
8284;47;100
8285;50;50
8286;50;50
8287;100;100
8288;50;50
8289;47;100
8290;47;100
8291;50;50
8292;47;100
8293;100;100
8294;50;50
8295;50;50
8296;50;50
8297;50;50
8298;50;50
8299;100;100
8300;50;50
8301;47;100
8302;50;50
8303;50;50
8304;100;100
8305;50;50
8306;100;47
8307;100;100
8308;50;50
8309;50;50
8310;100;100
8311;100;47
8312;47;100
8313;100;100
8314;50;50
8315;47;100
8316;50;50
8317;50;50
8318;50;50
8319;50;50
8320;50;50
8321;100;100
8322;100;47
8323;50;50
8324;50;50
8325;47;100
8326;47;100
8327;100;100
8328;50;50
8329;50;50
8330;50;50
8331;47;100
8332;50;50
8333;50;50
8334;100;47
8335;47;100
8336;50;50
8337;50;50
8338;50;50
8339;50;50
8340;47;100
8341;50;50
8342;50;50
8343;50;50
8344;47;100
8345;50;50
8346;100;47
8347;100;100
8348;50;50
8349;50;50
8350;50;50
8351;50;50
8352;50;50
8353;47;100
8354;50;50
8355;50;50
8356;50;50
8357;47;100
8358;47;100
8359;47;100
8360;100;47
8361;50;50
8362;47;100
8363;100;47
8364;100;100
8365;47;100
8366;100;47
8367;50;50
8368;50;50
8369;50;50
8370;47;100
8371;47;100
8372;47;100
8373;50;50
8374;47;100
8375;50;50
8376;50;50
8377;50;50
8378;100;100
8379;47;100
8380;100;47
8381;50;50
8382;47;100
8383;47;100
8384;47;100
8385;47;100
8386;47;100
8387;100;47
8388;50;50
8389;50;50
8390;50;50
8391;47;100
8392;50;50
8393;50;50
8394;100;47
8395;47;100
8396;100;47
8397;47;100
8398;47;100
8399;50;50
8400;47;100
8401;50;50
8402;47;100
8403;100;47
8404;50;50
8405;47;100
8406;100;47
8407;47;100
8408;50;50
8409;50;50
8410;47;100
8411;100;100
8412;47;100
8413;50;50
8414;50;50
8415;50;50
8416;47;100
8417;50;50
8418;50;50
8419;50;50
8420;47;100
8421;100;47
8422;47;100
8423;100;100
8424;100;47
8425;50;50
8426;50;50
8427;50;50
8428;50;50
8429;47;100
8430;100;47
8431;50;50
8432;100;47
8433;50;50
8434;47;100
8435;50;50
8436;50;50
8437;50;50
8438;50;50
8439;50;50
8440;100;47
8441;50;50
8442;100;47
8443;47;100
8444;50;50
8445;47;100
8446;100;47
8447;50;50
8448;50;50
8449;50;50
8450;50;50
8451;47;100
8452;47;100
8453;50;50
8454;50;50
8455;47;100
8456;100;100
8457;50;50
8458;100;47
8459;47;100
8460;47;100
8461;100;47
8462;47;100
8463;47;100
8464;50;50
8465;47;100
8466;100;47
8467;50;50
8468;100;100
8469;100;47
8470;50;50
8471;50;50
8472;47;100
8473;100;47
8474;50;50
8475;50;50
8476;47;100
8477;50;50
8478;100;47
8479;47;100
8480;100;100
8481;50;50
8482;50;50
8483;100;47
8484;47;100
8485;47;100
8486;50;50
8487;50;50
8488;47;100
8489;50;50
8490;50;50
8491;50;50
8492;47;100
8493;50;50
8494;47;100
8495;47;100
8496;50;50
8497;47;100
8498;47;100
8499;47;100
8500;100;47
8501;100;47
8502;100;47
8503;50;50
8504;50;50
8505;50;50
8506;100;100
8507;50;50
8508;47;100
8509;100;100
8510;100;100
8511;100;100
8512;47;100
8513;50;50
8514;50;50
8515;50;50
8516;50;50
8517;47;100
8518;100;47
8519;50;50
8520;50;50
8521;100;47
8522;50;50
8523;100;100
8524;47;100
8525;100;47
8526;47;100
8527;100;47
8528;50;50
8529;50;50
8530;50;50
8531;100;47
8532;50;50
8533;100;100
8534;47;100
8535;47;100
8536;47;100
8537;47;100
8538;100;47
8539;47;100
8540;100;100
8541;50;50
8542;50;50
8543;50;50
8544;50;50
8545;47;100
8546;100;47
8547;50;50
8548;47;100
8549;100;47
8550;50;50
8551;47;100
8552;50;50
8553;50;50
8554;50;50
8555;47;100
8556;100;47
8557;47;100
8558;100;100
8559;100;47
8560;50;50
8561;47;100
8562;47;100
8563;100;100
8564;50;50
8565;50;50
8566;47;100
8567;47;100
8568;50;50
8569;100;47
8570;100;100
8571;50;50
8572;100;100
8573;100;47
8574;50;50
8575;47;100
8576;100;47
8577;100;100
8578;100;100
8579;100;100
8580;50;50
8581;47;100
8582;100;47
8583;50;50
8584;50;50
8585;50;50
8586;100;100
8587;50;50
8588;50;50
8589;100;47
8590;100;100
8591;47;100
8592;47;100
8593;50;50
8594;100;47
8595;50;50
8596;50;50
8597;50;50
8598;100;47
8599;47;100
8600;47;100
8601;50;50
8602;100;100
8603;100;47
8604;47;100
8605;50;50
8606;100;47
8607;100;47
8608;100;47
8609;100;47
8610;47;100
8611;47;100
8612;50;50
8613;100;100
8614;50;50
8615;50;50
8616;47;100
8617;50;50
8618;50;50
8619;100;47
8620;100;47
8621;100;47
8622;50;50
8623;100;47
8624;50;50
8625;50;50
8626;47;100
8627;47;100
8628;50;50
8629;47;100
8630;50;50
8631;47;100
8632;50;50
8633;47;100
8634;50;50
8635;47;100
8636;47;100
8637;50;50
8638;50;50
8639;100;100
8640;50;50
8641;50;50
8642;47;100
8643;100;47
8644;50;50
8645;50;50
8646;100;100
8647;47;100
8648;100;47
8649;47;100
8650;50;50
8651;47;100
8652;47;100
8653;100;100
8654;50;50
8655;50;50
8656;50;50
8657;47;100
8658;100;47
8659;50;50
8660;50;50
8661;47;100
8662;47;100
8663;100;100
8664;50;50
8665;47;100
8666;47;100
8667;50;50
8668;100;47
8669;50;50
8670;50;50
8671;50;50
8672;100;47
8673;47;100
8674;50;50
8675;100;47
8676;100;47
8677;50;50
8678;100;100
8679;100;47
8680;50;50
8681;50;50
8682;47;100
8683;100;100
8684;50;50
8685;47;100
8686;100;100
8687;50;50
8688;47;100
8689;100;100
8690;50;50
8691;50;50
8692;47;100
8693;100;47
8694;50;50
8695;50;50
8696;50;50
8697;50;50
8698;100;47
8699;50;50
8700;50;50
8701;47;100
8702;50;50
8703;100;47
8704;100;47
8705;47;100
8706;50;50
8707;100;100
8708;47;100
8709;100;47
8710;100;100
8711;47;100
8712;47;100
8713;47;100
8714;50;50
8715;50;50
8716;47;100
8717;47;100
8718;100;47
8719;50;50
8720;100;100
8721;47;100
8722;50;50
8723;50;50
8724;50;50
8725;50;50
8726;47;100
8727;50;50
8728;50;50
8729;100;47
8730;100;47
8731;100;100
8732;50;50
8733;47;100
8734;50;50
8735;50;50
8736;50;50
8737;47;100
8738;47;100
8739;100;100
8740;47;100
8741;47;100
8742;47;100
8743;100;100
8744;50;50
8745;100;100
8746;100;100
8747;47;100
8748;100;100
8749;47;100
8750;50;50
8751;50;50
8752;50;50
8753;100;47
8754;50;50
8755;50;50
8756;50;50
8757;50;50
8758;50;50
8759;50;50
8760;50;50
8761;100;47
8762;50;50
8763;47;100
8764;47;100
8765;50;50
8766;50;50
8767;47;100
8768;100;47
8769;50;50
8770;50;50
8771;100;47
8772;100;47
8773;47;100
8774;50;50
8775;50;50
8776;50;50
8777;47;100
8778;47;100
8779;100;47
8780;50;50
8781;50;50
8782;50;50
8783;50;50
8784;50;50
8785;50;50
8786;100;47
8787;47;100
8788;47;100
8789;50;50
8790;100;100
8791;47;100
8792;100;100
8793;100;100
8794;100;100
8795;100;100
8796;50;50
8797;100;47
8798;50;50
8799;47;100
8800;50;50
8801;47;100
8802;100;47
8803;100;47
8804;50;50
8805;50;50
8806;50;50
8807;50;50
8808;100;47
8809;50;50
8810;50;50
8811;50;50
8812;50;50
8813;47;100
8814;50;50
8815;50;50
8816;47;100
8817;50;50
8818;50;50
8819;47;100
8820;100;100
8821;50;50
8822;50;50
8823;50;50
8824;100;47
8825;50;50
8826;50;50
8827;47;100
8828;100;47
8829;50;50
8830;50;50
8831;100;47
8832;100;47
8833;100;100
8834;100;100
8835;100;47
8836;100;100
8837;50;50
8838;100;100
8839;100;100
8840;100;47
8841;100;47
8842;100;47
8843;100;47
8844;47;100
8845;50;50
8846;47;100
8847;47;100
8848;100;47
8849;47;100
8850;100;100
8851;47;100
8852;50;50
8853;50;50
8854;100;100
8855;100;100
8856;50;50
8857;50;50
8858;47;100
8859;47;100
8860;47;100
8861;50;50
8862;50;50
8863;50;50
8864;47;100
8865;100;47
8866;47;100
8867;47;100
8868;100;100
8869;100;100
8870;100;47
8871;50;50
8872;100;47
8873;47;100
8874;100;47
8875;50;50
8876;47;100
8877;50;50
8878;47;100
8879;47;100
8880;100;47
8881;100;100
8882;50;50
8883;50;50
8884;47;100
8885;100;47
8886;100;47
8887;100;100
8888;50;50
8889;47;100
8890;50;50
8891;47;100
8892;47;100
8893;50;50
8894;50;50
8895;47;100
8896;47;100
8897;47;100
8898;50;50
8899;50;50
8900;100;100
8901;50;50
8902;100;100
8903;47;100
8904;100;100
8905;50;50
8906;47;100
8907;50;50
8908;100;100
8909;50;50
8910;50;50
8911;50;50
8912;47;100
8913;50;50
8914;50;50
8915;50;50
8916;50;50
8917;100;100
8918;50;50
8919;47;100
8920;50;50
8921;50;50
8922;47;100
8923;50;50
8924;47;100
8925;100;100
8926;100;47
8927;100;100
8928;50;50
8929;47;100
8930;50;50
8931;47;100
8932;50;50
8933;50;50
8934;100;47
8935;47;100
8936;100;100
8937;100;100
8938;50;50
8939;47;100
8940;47;100
8941;100;100
8942;50;50
8943;47;100
8944;50;50
8945;47;100
8946;50;50
8947;47;100
8948;47;100
8949;100;47
8950;50;50
8951;50;50
8952;100;47
8953;50;50
8954;100;47
8955;50;50
8956;47;100
8957;47;100
8958;50;50
8959;50;50
8960;47;100
8961;47;100
8962;50;50
8963;47;100
8964;50;50
8965;100;100
8966;50;50
8967;50;50
8968;47;100
8969;100;47
8970;50;50
8971;100;47
8972;100;47
8973;47;100
8974;100;47
8975;47;100
8976;50;50
8977;100;47
8978;100;100
8979;50;50
8980;50;50
8981;100;47
8982;50;50
8983;100;47
8984;100;100
8985;100;47
8986;50;50
8987;50;50
8988;100;100
8989;50;50
8990;50;50
8991;100;47
8992;47;100
8993;47;100
8994;47;100
8995;50;50
8996;50;50
8997;100;100
8998;50;50
8999;100;47
9000;47;100
9001;100;100
9002;50;50
9003;47;100
9004;50;50
9005;47;100
9006;100;47
9007;47;100
9008;47;100
9009;100;47
9010;50;50
9011;100;100
9012;50;50
9013;50;50
9014;50;50
9015;50;50
9016;47;100
9017;100;47
9018;50;50
9019;50;50
9020;50;50
9021;50;50
9022;47;100
9023;47;100
9024;100;100
9025;47;100
9026;50;50
9027;50;50
9028;100;47
9029;50;50
9030;100;47
9031;47;100
9032;47;100
9033;100;100
9034;50;50
9035;50;50
9036;50;50
9037;100;47
9038;100;47
9039;47;100
9040;100;47
9041;50;50
9042;50;50
9043;50;50
9044;50;50
9045;50;50
9046;50;50
9047;50;50
9048;100;47
9049;47;100
9050;47;100
9051;47;100
9052;50;50
9053;47;100
9054;100;47
9055;50;50
9056;100;100
9057;47;100
9058;100;47
9059;47;100
9060;100;47
9061;50;50
9062;50;50
9063;47;100
9064;100;47
9065;50;50
9066;50;50
9067;100;47
9068;100;47
9069;47;100
9070;100;47
9071;47;100
9072;100;47
9073;50;50
9074;47;100
9075;50;50
9076;100;47
9077;100;47
9078;50;50
9079;50;50
9080;47;100
9081;50;50
9082;50;50
9083;100;47
9084;47;100
9085;100;47
9086;100;47
9087;100;100
9088;100;100
9089;50;50
9090;47;100
9091;47;100
9092;100;100
9093;47;100
9094;47;100
9095;100;100
9096;47;100
9097;50;50
9098;50;50
9099;47;100
9100;47;100
9101;50;50
9102;47;100
9103;50;50
9104;50;50
9105;50;50
9106;47;100
9107;47;100
9108;50;50
9109;100;100
9110;47;100
9111;50;50
9112;50;50
9113;50;50
9114;50;50
9115;47;100
9116;50;50
9117;50;50
9118;50;50
9119;100;100
9120;50;50
9121;50;50
9122;50;50
9123;50;50
9124;47;100
9125;47;100
9126;47;100
9127;50;50
9128;100;47
9129;47;100
9130;50;50
9131;50;50
9132;47;100
9133;50;50
9134;47;100
9135;47;100
9136;47;100
9137;50;50
9138;47;100
9139;100;100
9140;100;100
9141;50;50
9142;47;100
9143;47;100
9144;100;100
9145;50;50
9146;100;100
9147;47;100
9148;100;47
9149;50;50
9150;50;50
9151;47;100
9152;50;50
9153;50;50
9154;47;100
9155;100;100
9156;47;100
9157;47;100
9158;47;100
9159;100;100
9160;50;50
9161;47;100
9162;50;50
9163;100;100
9164;100;100
9165;100;47
9166;50;50
9167;50;50
9168;47;100
9169;50;50
9170;47;100
9171;50;50
9172;50;50
9173;50;50
9174;50;50
9175;47;100
9176;47;100
9177;50;50
9178;50;50
9179;47;100
9180;50;50
9181;100;47
9182;100;47
9183;47;100
9184;47;100
9185;50;50
9186;47;100
9187;47;100
9188;47;100
9189;50;50
9190;50;50
9191;50;50
9192;47;100
9193;100;100
9194;47;100
9195;50;50
9196;47;100
9197;47;100
9198;100;100
9199;47;100
9200;100;47
9201;47;100
9202;100;47
9203;47;100
9204;50;50
9205;50;50
9206;47;100
9207;47;100
9208;50;50
9209;50;50
9210;47;100
9211;50;50
9212;50;50
9213;100;100
9214;50;50
9215;100;47
9216;47;100
9217;50;50
9218;50;50
9219;47;100
9220;50;50
9221;47;100
9222;47;100
9223;50;50
9224;47;100
9225;50;50
9226;50;50
9227;47;100
9228;100;47
9229;47;100
9230;50;50
9231;100;100
9232;47;100
9233;100;47
9234;50;50
9235;47;100
9236;100;47
9237;50;50
9238;50;50
9239;47;100
9240;50;50
9241;50;50
9242;100;47
9243;50;50
9244;50;50
9245;50;50
9246;47;100
9247;50;50
9248;50;50
9249;47;100
9250;47;100
9251;50;50
9252;50;50
9253;100;100
9254;100;47
9255;50;50
9256;50;50
9257;100;100
9258;100;47
9259;50;50
9260;50;50
9261;47;100
9262;100;47
9263;50;50
9264;100;47
9265;100;100
9266;100;100
9267;100;47
9268;50;50
9269;50;50
9270;50;50
9271;100;100
9272;47;100
9273;100;47
9274;100;47
9275;47;100
9276;50;50
9277;47;100
9278;50;50
9279;47;100
9280;100;100
9281;50;50
9282;50;50
9283;47;100
9284;50;50
9285;47;100
9286;47;100
9287;50;50
9288;50;50
9289;100;47
9290;50;50
9291;50;50
9292;100;100
9293;47;100
9294;50;50
9295;100;47
9296;50;50
9297;47;100
9298;50;50
9299;50;50
9300;50;50
9301;50;50
9302;100;100
9303;50;50
9304;47;100
9305;50;50
9306;50;50
9307;47;100
9308;47;100
9309;50;50
9310;100;100
9311;50;50
9312;100;47
9313;47;100
9314;47;100
9315;50;50
9316;50;50
9317;50;50
9318;47;100
9319;50;50
9320;50;50
9321;47;100
9322;50;50
9323;100;47
9324;47;100
9325;50;50
9326;50;50
9327;50;50
9328;100;100
9329;50;50
9330;47;100
9331;100;100
9332;47;100
9333;100;100
9334;47;100
9335;47;100
9336;50;50
9337;100;47
9338;100;47
9339;100;47
9340;100;100
9341;50;50
9342;47;100
9343;100;47
9344;100;100
9345;50;50
9346;50;50
9347;100;47
9348;50;50
9349;50;50
9350;100;100
9351;47;100
9352;47;100
9353;50;50
9354;50;50
9355;50;50
9356;50;50
9357;47;100
9358;47;100
9359;100;100
9360;50;50
9361;50;50
9362;47;100
9363;100;100
9364;50;50
9365;100;100
9366;50;50
9367;47;100
9368;50;50
9369;100;100
9370;50;50
9371;47;100
9372;50;50
9373;50;50
9374;47;100
9375;47;100
9376;47;100
9377;50;50
9378;47;100
9379;100;47
9380;100;47
9381;100;47
9382;47;100
9383;47;100
9384;100;100
9385;47;100
9386;100;47
9387;47;100
9388;100;47
9389;47;100
9390;100;47
9391;47;100
9392;50;50
9393;50;50
9394;50;50
9395;47;100
9396;100;47
9397;100;100
9398;50;50
9399;100;47
9400;47;100
9401;47;100
9402;50;50
9403;100;47
9404;47;100
9405;50;50
9406;50;50
9407;50;50
9408;100;100
9409;100;47
9410;47;100
9411;47;100
9412;47;100
9413;50;50
9414;50;50
9415;100;47
9416;47;100
9417;50;50
9418;47;100
9419;47;100
9420;50;50
9421;50;50
9422;100;100
9423;47;100
9424;100;47
9425;100;100
9426;47;100
9427;50;50
9428;100;47
9429;47;100
9430;50;50
9431;100;47
9432;100;47
9433;100;100
9434;50;50
9435;50;50
9436;50;50
9437;100;100
9438;50;50
9439;50;50
9440;50;50
9441;100;100
9442;50;50
9443;100;100
9444;50;50
9445;50;50
9446;50;50
9447;47;100
9448;47;100
9449;47;100
9450;50;50
9451;50;50
9452;47;100
9453;50;50
9454;100;47
9455;100;100
9456;50;50
9457;47;100
9458;50;50
9459;100;47
9460;47;100
9461;50;50
9462;50;50
9463;50;50
9464;50;50
9465;47;100
9466;100;100
9467;50;50
9468;100;47
9469;50;50
9470;50;50
9471;47;100
9472;50;50
9473;50;50
9474;47;100
9475;100;47
9476;100;100
9477;50;50
9478;50;50
9479;100;100
9480;47;100
9481;50;50
9482;100;47
9483;100;47
9484;100;100
9485;50;50
9486;50;50
9487;50;50
9488;47;100
9489;100;100
9490;47;100
9491;47;100
9492;50;50
9493;100;47
9494;47;100
9495;100;100
9496;47;100
9497;100;47
9498;100;100
9499;100;47
9500;100;47
9501;47;100
9502;47;100
9503;100;47
9504;50;50
9505;100;100
9506;50;50
9507;47;100
9508;50;50
9509;100;100
9510;47;100
9511;50;50
9512;100;47
9513;100;47
9514;50;50
9515;47;100
9516;100;100
9517;47;100
9518;47;100
9519;47;100
9520;50;50
9521;47;100
9522;47;100
9523;50;50
9524;50;50
9525;100;47
9526;100;47
9527;50;50
9528;50;50
9529;100;47
9530;100;47
9531;100;47
9532;47;100
9533;47;100
9534;50;50
9535;50;50
9536;50;50
9537;47;100
9538;50;50
9539;50;50
9540;100;100
9541;50;50
9542;47;100
9543;100;100
9544;50;50
9545;47;100
9546;100;100
9547;100;100
9548;50;50
9549;100;47
9550;47;100
9551;50;50
9552;100;47
9553;47;100
9554;50;50
9555;100;100
9556;100;100
9557;50;50
9558;50;50
9559;100;47
9560;100;47
9561;47;100
9562;100;47
9563;50;50
9564;50;50
9565;47;100
9566;50;50
9567;50;50
9568;50;50
9569;50;50
9570;50;50
9571;47;100
9572;47;100
9573;100;47
9574;47;100
9575;50;50
9576;50;50
9577;50;50
9578;50;50
9579;50;50
9580;100;47
9581;50;50
9582;47;100
9583;47;100
9584;50;50
9585;100;47
9586;47;100
9587;50;50
9588;50;50
9589;100;47
9590;100;47
9591;100;47
9592;100;100
9593;50;50
9594;50;50
9595;50;50
9596;100;100
9597;50;50
9598;100;100
9599;50;50
9600;47;100
9601;100;47
9602;47;100
9603;100;47
9604;47;100
9605;50;50
9606;50;50
9607;100;47
9608;47;100
9609;50;50
9610;47;100
9611;50;50
9612;100;100
9613;50;50
9614;47;100
9615;50;50
9616;100;100
9617;47;100
9618;50;50
9619;50;50
9620;50;50
9621;47;100
9622;50;50
9623;47;100
9624;50;50
9625;47;100
9626;47;100
9627;100;47
9628;100;100
9629;50;50
9630;47;100
9631;100;47
9632;47;100
9633;47;100
9634;100;100
9635;100;100
9636;50;50
9637;50;50
9638;50;50
9639;47;100
9640;47;100
9641;100;47
9642;100;100
9643;100;100
9644;100;100
9645;100;100
9646;100;100
9647;100;47
9648;50;50
9649;50;50
9650;47;100
9651;100;47
9652;50;50
9653;47;100
9654;50;50
9655;100;47
9656;47;100
9657;50;50
9658;100;47
9659;47;100
9660;47;100
9661;47;100
9662;100;100
9663;100;100
9664;50;50
9665;100;47
9666;47;100
9667;50;50
9668;50;50
9669;47;100
9670;47;100
9671;50;50
9672;100;47
9673;50;50
9674;100;100
9675;47;100
9676;100;100
9677;100;100
9678;50;50
9679;50;50
9680;47;100
9681;47;100
9682;100;47
9683;100;100
9684;47;100
9685;50;50
9686;47;100
9687;50;50
9688;47;100
9689;100;100
9690;50;50
9691;100;100
9692;47;100
9693;100;100
9694;47;100
9695;100;100
9696;47;100
9697;47;100
9698;47;100
9699;47;100
9700;47;100
9701;50;50
9702;47;100
9703;50;50
9704;50;50
9705;47;100
9706;47;100
9707;100;100
9708;100;47
9709;100;100
9710;50;50
9711;47;100
9712;100;47
9713;47;100
9714;50;50
9715;50;50
9716;50;50
9717;47;100
9718;47;100
9719;50;50
9720;50;50
9721;47;100
9722;47;100
9723;100;47
9724;100;47
9725;100;100
9726;100;100
9727;50;50
9728;50;50
9729;50;50
9730;100;47
9731;100;47
9732;50;50
9733;47;100
9734;50;50
9735;50;50
9736;47;100
9737;50;50
9738;47;100
9739;47;100
9740;50;50
9741;100;100
9742;50;50
9743;100;100
9744;47;100
9745;50;50
9746;47;100
9747;50;50
9748;100;47
9749;47;100
9750;47;100
9751;100;100
9752;47;100
9753;47;100
9754;50;50
9755;47;100
9756;100;47
9757;100;47
9758;47;100
9759;47;100
9760;50;50
9761;100;100
9762;50;50
9763;50;50
9764;50;50
9765;50;50
9766;100;100
9767;47;100
9768;50;50
9769;100;100
9770;100;100
9771;50;50
9772;50;50
9773;47;100
9774;50;50
9775;47;100
9776;47;100
9777;50;50
9778;100;100
9779;47;100
9780;50;50
9781;47;100
9782;100;47
9783;50;50
9784;100;47
9785;47;100
9786;47;100
9787;50;50
9788;47;100
9789;50;50
9790;100;100
9791;50;50
9792;50;50
9793;50;50
9794;50;50
9795;100;100
9796;100;100
9797;50;50
9798;47;100
9799;47;100
9800;50;50
9801;47;100
9802;50;50
9803;47;100
9804;100;47
9805;100;47
9806;47;100
9807;47;100
9808;50;50
9809;50;50
9810;100;47
9811;100;100
9812;50;50
9813;50;50
9814;47;100
9815;50;50
9816;47;100
9817;50;50
9818;50;50
9819;100;47
9820;100;100
9821;50;50
9822;50;50
9823;50;50
9824;50;50
9825;47;100
9826;100;47
9827;100;100
9828;50;50
9829;50;50
9830;50;50
9831;50;50
9832;100;47
9833;100;47
9834;100;100
9835;47;100
9836;47;100
9837;50;50
9838;47;100
9839;47;100
9840;47;100
9841;47;100
9842;50;50
9843;100;47
9844;100;47
9845;100;47
9846;100;47
9847;50;50
9848;50;50
9849;50;50
9850;100;100
9851;47;100
9852;50;50
9853;47;100
9854;47;100
9855;50;50
9856;100;100
9857;100;47
9858;100;47
9859;100;47
9860;50;50
9861;50;50
9862;100;100
9863;47;100
9864;50;50
9865;100;100
9866;50;50
9867;100;100
9868;47;100
9869;47;100
9870;50;50
9871;50;50
9872;50;50
9873;47;100
9874;100;47
9875;50;50
9876;47;100
9877;50;50
9878;47;100
9879;100;47
9880;47;100
9881;47;100
9882;100;100
9883;47;100
9884;100;100
9885;47;100
9886;50;50
9887;100;47
9888;100;47
9889;100;47
9890;50;50
9891;50;50
9892;47;100
9893;47;100
9894;47;100
9895;47;100
9896;50;50
9897;47;100
9898;100;100
9899;47;100
9900;50;50
9901;47;100
9902;47;100
9903;50;50
9904;50;50
9905;47;100
9906;50;50
9907;100;47
9908;100;47
9909;50;50
9910;50;50
9911;50;50
9912;47;100
9913;50;50
9914;47;100
9915;47;100
9916;50;50
9917;50;50
9918;100;47
9919;50;50
9920;50;50
9921;100;47
9922;47;100
9923;47;100
9924;47;100
9925;50;50
9926;100;47
9927;50;50
9928;50;50
9929;50;50
9930;50;50
9931;50;50
9932;47;100
9933;47;100
9934;100;47
9935;50;50
9936;47;100
9937;100;47
9938;47;100
9939;100;47
9940;47;100
9941;50;50
9942;100;47
9943;47;100
9944;100;47
9945;100;100
9946;100;100
9947;47;100
9948;47;100
9949;100;47
9950;47;100
9951;100;47
9952;47;100
9953;100;47
9954;50;50
9955;50;50
9956;47;100
9957;50;50
9958;47;100
9959;50;50
9960;47;100
9961;47;100
9962;100;100
9963;47;100
9964;47;100
9965;47;100
9966;50;50
9967;47;100
9968;47;100
9969;100;47
9970;50;50
9971;47;100
9972;50;50
9973;50;50
9974;47;100
9975;50;50
9976;50;50
9977;50;50
9978;50;50
9979;47;100
9980;50;50
9981;50;50
9982;47;100
9983;47;100
9984;50;50
9985;100;100
9986;100;100
9987;50;50
9988;50;50
9989;50;50
9990;50;50
9991;50;50
9992;50;50
9993;50;50
9994;47;100
9995;50;50
9996;50;50
9997;47;100
9998;47;100
9999;47;100
